date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:58:53	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%226aa7c1e5-15601%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/jquery/jquery.minf43b.js	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:58:55	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226aa7c1e5-3509%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:58:56	149896/149896	---MCZ	200	added ('OK')	application/javascript	etag:W/%226aa7c562-24988%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/themes/author-writer/assets/js/bootstrap.js?ver=1	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/themes/author-writer/assets/js/bootstrap68b3.js	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:58:57	1060/1060	---MCZ	200	added ('OK')	application/javascript	etag:W/%226aa7c562-424%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/themes/author-writer/assets/js/author-writer-custom.js?ver=1	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/themes/author-writer/assets/js/author-writer-custom68b3.js	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:58:59	1052/1052	---MCZ	200	added ('OK')	application/javascript	etag:W/%226aa7c562-41c%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/themes/author-writer/assets/js/focus-nav.js?ver=1	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/themes/author-writer/assets/js/focus-nav68b3.js	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:00	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Sep%202026%2015:27:57%20GMT	https://api.w.org/	D:/My%20Web%20Sites%20Nouri/nouri/api.w.org/index.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:00	2264/2264	---M--	405	error ('Not%20Allowed')	text/html	etag:%226aa7c152-8d8%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/xmlrpc.php?rsd	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/xmlrpc0db0.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:01	427511/427511	---MCZ	200	added ('OK')	application/json	date:Sat,%2019%20Sep%202026%2015:27:58%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/index.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:02	45258/45258	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2015:27:59%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/sample-page/	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/sample-page/index.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:03	390147/390147	---M--	200	added ('OK')	image/png	etag:%226aac0086-5f403%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/uploads/2026/09/Contribution-jeld2-e1789657222774.png	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/uploads/2026/09/Contribution-jeld2-e1789657222774.png	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:04	58431/58431	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2015:28:01%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/index.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:05	7862/7862	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2019%20Sep%202026%2015:28:01%20GMT	https://www.themespride.com/products/free-author-wordpress-theme	D:/My%20Web%20Sites%20Nouri/nouri/www.themespride.com/products/free-author-wordpress-theme.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:05	217046/217046	---M--	200	added ('OK')	image/png	etag:%226aac006e-34fd6%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/uploads/2026/09/Contribution-jeld1-e1789657198866.png	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/uploads/2026/09/Contribution-jeld1-e1789657198866.png	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:07	15597/15597	---MCZ	200	added ('OK')	application/javascript	etag:W/%226aa7c562-3ced%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/themes/author-writer/assets/js/wow.js?ver=7.1.1	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/themes/author-writer/assets/js/wow03db.js	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:07	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2019%20Sep%202026%2015:28:04%20GMT	http://fonts.googleapis.com/robots.txt		(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:08	58296/58296	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2015:28:03%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/14/hello-world/	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/14/hello-world/index.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:08	51524/51524	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Sep%202026%2015:28:04%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/index.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:09	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Sep%202026%2015:28:06%20GMT	https://api.w.org/robots.txt		(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:11	987/987	---MC-	200	added ('OK')	application/rss+xml	etag:%2208438e58f58a6a21e359e077e8b6b1f2%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/feed/	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/feed/index.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/)
18:59:11	3058/3058	---MCZ	200	added ('OK')	application/json	date:Sat,%2019%20Sep%202026%2015:28:08%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmadid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net%2F2026%2F09%2F17%2Firans-contribution-to-the-world-civilization-vol-ii%2F	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/oembed/1.0/embedf9b6.json	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/)
18:59:13	3300/3300	---MCZ	200	added ('OK')	text/xml	date:Sat,%2019%20Sep%202026%2015:28:09%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmadid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net%2F2026%2F09%2F17%2Firans-contribution-to-the-world-civilization-vol-ii%2F&format=xml	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/oembed/1.0/embed2fc6	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/)
18:59:15	5501/5501	---MCZ	200	added ('OK')	application/json	date:Sat,%2019%20Sep%202026%2015:28:11%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/wp/v2/posts/47	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/wp/v2/posts/47.json	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/)
18:59:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Sep%202026%2015:28:13%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/?p=47	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/indexcb30.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/)
18:59:18	543/543	---MCZ	200	added ('OK')	application/javascript	etag:W/%226aa81faa-21f%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/dist/script-modules/block-library/file/view.min.js?ver=a9114a756e418400594c	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/dist/script-modules/block-library/file/view.min1fc8.js	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/)
18:59:19	40106/40106	---MCZ	200	added ('OK')	application/javascript	etag:W/%226aa81fab-9caa%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=efaa5193bbad9c60ffd1	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/dist/script-modules/interactivity/index.min132d.js	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/)
18:59:21	2950/2950	---MCZ	200	added ('OK')	application/javascript	etag:W/%226aa81fa5-b86%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/comment-reply.min.js?ver=7.1.1	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/comment-reply.min03db.js	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/)
18:59:23	2978/2978	---MCZ	200	added ('OK')	application/json	date:Sat,%2019%20Sep%202026%2015:28:19%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmadid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net%2F2026%2F09%2F14%2Fhello-world%2F	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/oembed/1.0/embed0331.json	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/14/hello-world/)
18:59:23	907/907	---MC-	200	added ('OK')	application/rss+xml	etag:%2208438e58f58a6a21e359e077e8b6b1f2%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/14/hello-world/feed/	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/14/hello-world/feed/index.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/14/hello-world/)
18:59:25	3220/3220	---MCZ	200	added ('OK')	text/xml	date:Sat,%2019%20Sep%202026%2015:28:21%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmadid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net%2F2026%2F09%2F14%2Fhello-world%2F&format=xml	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/oembed/1.0/embed617a	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/14/hello-world/)
18:59:26	5315/5315	---MCZ	200	added ('OK')	application/json	date:Sat,%2019%20Sep%202026%2015:28:23%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/wp/v2/posts/1	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-json/wp/v2/posts/1.json	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/14/hello-world/)
18:59:30	3191/3191	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2019%20Sep%202026%2015:28:26%20GMT	https://www.themespride.com/robots.txt		(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/)
18:59:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Sep%202026%2015:28:25%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/?p=1	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/indexcff1.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/14/hello-world/)
19:00:08	27164384/27164384	---M--	200	added ('OK')	application/pdf	etag:%226aabc545-19e7ee0%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/uploads/2026/09/JELD1IRANS-CONTRIBUTION.pdf	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/uploads/2026/09/JELD1IRANS-CONTRIBUTION.pdf	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/14/hello-world/)
19:00:48	52005590/52005590	---M--	200	added ('OK')	application/pdf	etag:%226aabcf06-3198ad6%22	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/uploads/2026/09/JELD2JELD1IRANS-CONTRIBUTION.pdf	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-content/uploads/2026/09/JELD2JELD1IRANS-CONTRIBUTION.pdf	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/)
19:00:50	38366/38366	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2019%20Sep%202026%2015:29:47%20GMT	https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/AcroPDF.PDF	D:/My%20Web%20Sites%20Nouri/nouri/madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/2026/09/17/irans-contribution-to-the-world-civilization-vol-ii/AcroPDF.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/dist/script-modules/block-library/file/view.min.js?ver=a9114a756e418400594c)
19:00:50	167/167	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Sep%202026%2015:29:47%20GMT	http://www.w3.org/2000/svg	D:/My%20Web%20Sites%20Nouri/nouri/www.w3.org/2000/svg.1c.delayed	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=efaa5193bbad9c60ffd1)
19:00:51	1515/1515	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2023:44:06%20GMT	https://www.w3.org/2000/svg	D:/My%20Web%20Sites%20Nouri/nouri/www.w3.org/2000/svg.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=efaa5193bbad9c60ffd1)
19:00:51	167/167	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Sep%202026%2015:29:48%20GMT	http://www.w3.org/1999/xhtml	D:/My%20Web%20Sites%20Nouri/nouri/www.w3.org/1999/xhtml	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=efaa5193bbad9c60ffd1)
19:00:51	278/278	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Sep%202026%2015:29:48%20GMT	https://www.w3.org/1999/xhtml	D:/My%20Web%20Sites%20Nouri/nouri/www.w3.org/1999/xhtml	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=efaa5193bbad9c60ffd1)
19:00:52	2725/2725	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Sep%202016%2014:16:54%20GMT	https://www.w3.org/1999/xhtml/	D:/My%20Web%20Sites%20Nouri/nouri/www.w3.org/1999/xhtml/index.html	(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=efaa5193bbad9c60ffd1)
19:00:52	1133/1133	---M-Z	200	added ('OK')	text/plain	etag:%22ee4-656972c53be00-gzip%22	https://www.w3.org/robots.txt		(from https://madid-e2etc8btdcgwg3e8.malaysiawest-01.azurewebsites.net/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=efaa5193bbad9c60ffd1)
